"position.page","position.position","position.global_position","asin","price.discounted","price.current_price","price.currency","price.before_price","price.savings_amount","price.savings_percent","reviews.total_reviews","reviews.rating","url","score","sponsored","amazonChoice","bestSeller","amazonPrime","title","thumbnail"
1,1,1,"379138581X",false,45,"USD",0,0,0,54,4.7,"https://www.amazon.com/dp/379138581X","253.80",false,false,false,false,"Bookstores: A Celebration of Independent Booksellers","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/A1WwJNdFbSL._AC_UL320_.jpg"
1,2,2,"B089CKVRVW",false,0,"USD",0,0,0,1663,4.3,"https://www.amazon.com/dp/B089CKVRVW","7150.90",false,false,false,false,"The Booksellers","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81G1CNQXKFL._AC_UL320_.jpg"
1,3,3,"1250037751",true,8.79,"USD",18,9.21,51.17,5236,4.2,"https://www.amazon.com/dp/1250037751","21991.20",false,false,false,false,"Mr. Penumbra's 24-Hour Bookstore: A Novel","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81ehEnDuFmL._AC_UL320_.jpg"
1,4,4,"1797217011",false,14.99,"USD",0,0,0,4,5,"https://www.amazon.com/dp/1797217011","20.00",false,false,false,false,"2023 Wall Cal: This Is My Bookstore","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/811LeChLRlL._AC_UL320_.jpg"
1,5,5,"B0B26Q9LSM",false,1.99,"USD",0,0,0,86,4.2,"https://www.amazon.com/dp/B0B26Q9LSM","361.20",false,false,false,false,"Hello, Bookstore","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81XIsyCJcIL._AC_UL320_.jpg"
1,6,6,"B07JDFYJLG",true,0,"USD",20.99,20.99,100,3377,4.3,"https://www.amazon.com/dp/B07JDFYJLG","14521.10",false,false,false,false,"Murder by the Book: Beyond the Page Bookstore Mystery, Book 1","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81uRaGNL8IL._AC_UL320_.jpg"
1,7,7,"B0BB52CCND",false,0,"USD",0,0,0,20484,4.4,"https://www.amazon.com/dp/B0BB52CCND","90129.60",false,false,true,false,"The Bookstore Sisters: A Short Story","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81OrrjDgaSL._AC_UL320_.jpg"
2,1,8,"1938733959",true,16.99,"USD",17.99,1,5.56,107,4,"https://www.amazon.com/dp/1938733959","428.00",false,false,false,false,"Sponsored Ad - High Crimes: A Georgia Davis Novel of Suspense (Georgia Davis Series)","https://m.media-amazon.com/images/I/61VRrGYk3ML._AC_UL320_.jpg"
2,3,10,"B09S69W17Y",false,14.99,"USD",0,0,0,12,4.9,"https://www.amazon.com/dp/B09S69W17Y","58.80",false,false,false,false,"Sponsored Ad - TSOTMO Book Gift Bookworm Gift Quote Literature Gift for Fans Bookish Zipper Pouch Literary Couples Gift","https://m.media-amazon.com/images/I/715GPhrDZNL._AC_UL320_.jpg"
2,4,11,"1792373163",false,17.95,"USD",0,0,0,3,4.1,"https://www.amazon.com/dp/1792373163","12.30",false,false,false,false,"Sponsored Ad - O'Donovan's Travels: A Healer’s Potion","https://m.media-amazon.com/images/I/61x69oK0akL._AC_UL320_.jpg"
2,5,12,"B09XJKPB45",true,9.99,"USD",28,18.01,64.32,147,4.3,"https://www.amazon.com/dp/B09XJKPB45","632.10",false,false,false,false,"China Hand","https://m.media-amazon.com/images/I/81LzPtdWbuL._AC_UL320_.jpg"
2,6,13,"0544483871",true,10.49,"USD",17.99,7.5,41.69,1193,4.7,"https://www.amazon.com/dp/0544483871","5607.10",false,false,false,false,"The Arsenal of Democracy: FDR, Detroit, and an Epic Quest to Arm an America at War","https://m.media-amazon.com/images/I/71+p1AWEBdL._AC_UL320_.jpg"
2,7,14,"B0761WNFY3",false,3.99,"USD",0,0,0,37,4,"https://www.amazon.com/dp/B0761WNFY3","148.00",false,false,false,false,"Out of Print","https://m.media-amazon.com/images/I/81YiVt0otYL._AC_UL320_.jpg"
3,1,15,"1938733959",true,16.99,"USD",17.99,1,5.56,107,4,"https://www.amazon.com/dp/1938733959","428.00",false,false,false,false,"Sponsored Ad - High Crimes: A Georgia Davis Novel of Suspense (Georgia Davis Series)","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61VRrGYk3ML._AC_UL320_.jpg"
3,2,16,"1683581857",false,24.99,"USD",0,0,0,139,4.8,"https://www.amazon.com/dp/1683581857","667.20",false,false,false,false,"Sponsored Ad - Miracle Moments in Notre Dame Fighting Irish Football History: Best Plays, Games, and Records","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/814mnCw0iRL._AC_UL320_.jpg"
3,3,17,"B0913H57N1",false,15.99,"USD",0,0,0,1,5,"https://www.amazon.com/dp/B0913H57N1","5.00",false,false,false,false,"Sponsored Ad - Teachers Can Do Virtually Anything – Shoulder Bag Shopping Bag Tote Bag Gift – Appreciation Gifts for Teach...","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71z+Pl0ojeS._AC_UL320_.jpg"
3,4,18,"B09Y5SHXNZ",false,14.99,"USD",0,0,0,1,5,"https://www.amazon.com/dp/B09Y5SHXNZ","5.00",false,false,false,false,"Sponsored Ad - TSOTMO Librarian Zipper Pouch Makeup Bag Librarian Survival Kit Bag Library Gift Bookish (librarian)","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/714wMU01upL._AC_UL320_.jpg"
3,5,19,"B0874HT3RC",true,13.99,"USD",19.95,5.96,29.87,1663,4.3,"https://www.amazon.com/dp/B0874HT3RC","7150.90",false,false,false,false,"The Booksellers","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81EfCByToFL._AC_UL320_.jpg"
3,7,21,"B08WCFQVR8",true,10.99,"USD",20,9.01,45.05,33021,4.3,"https://www.amazon.com/dp/B08WCFQVR8","141990.30",false,false,false,false,"Never: A Novel","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91OlkNx-VpL._AC_UL320_.jpg"
3,8,22,"0385548923",true,14,"USD",29.95,15.95,53.26,22860,4.4,"https://www.amazon.com/dp/0385548923","100584.00",false,false,true,false,"The Boys from Biloxi: A Legal Thriller","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71N1ryT6iGL._AC_UL320_.jpg"
4,1,23,"1938733959",true,16.99,"USD",17.99,1,5.56,107,4,"https://www.amazon.com/dp/1938733959","428.00",false,false,false,false,"Sponsored Ad - High Crimes: A Georgia Davis Novel of Suspense (Georgia Davis Series)","https://m.media-amazon.com/images/I/61VRrGYk3ML._AC_UL320_.jpg"
4,2,24,"1683581857",false,24.99,"USD",0,0,0,139,4.8,"https://www.amazon.com/dp/1683581857","667.20",false,false,false,false,"Sponsored Ad - Miracle Moments in Notre Dame Fighting Irish Football History: Best Plays, Games, and Records","https://m.media-amazon.com/images/I/814mnCw0iRL._AC_UL320_.jpg"
4,3,25,"B0913H57N1",false,15.99,"USD",0,0,0,1,5,"https://www.amazon.com/dp/B0913H57N1","5.00",false,false,false,false,"Sponsored Ad - Teachers Can Do Virtually Anything – Shoulder Bag Shopping Bag Tote Bag Gift – Appreciation Gifts for Teach...","https://m.media-amazon.com/images/I/71z+Pl0ojeS._AC_UL320_.jpg"
4,4,26,"1947951602",true,23.49,"USD",27,3.51,13,23,4.3,"https://www.amazon.com/dp/1947951602","98.90",false,false,false,false,"Sponsored Ad - Ruin: A Novel of Flyfishing in Bankruptcy","https://m.media-amazon.com/images/I/61PSmJppwrL._AC_UL320_.jpg"
4,5,27,"B07637WJN4",false,0,"USD",0,0,0,118,4.5,"https://www.amazon.com/dp/B07637WJN4","531.00",false,false,false,false,"Death by Espresso (A Bookstore Cafe Mystery Book 6)","https://m.media-amazon.com/images/I/91d0Irw5+wL._AC_UL320_.jpg"
4,6,28,"B00EWZC8QI",false,2.99,"USD",0,0,0,647,4.4,"https://www.amazon.com/dp/B00EWZC8QI","2846.80",false,false,false,false,"Ajax Penumbra 1969 (Kindle Single)","https://m.media-amazon.com/images/I/819KxUJjOAL._AC_UL320_.jpg"
4,7,29,"006322593X",true,17.91,"USD",28.99,11.08,38.22,687,4.9,"https://www.amazon.com/dp/006322593X","3366.30",false,false,true,false,"Faith Still Moves Mountains: Miraculous Stories of the Healing Power of Prayer","https://m.media-amazon.com/images/I/71ugEFYhcaL._AC_UL320_.jpg"
4,8,30,"B000I9W2AO",false,2.99,"USD",0,0,0,1878,4.7,"https://www.amazon.com/dp/B000I9W2AO","8826.60",false,false,false,false,"Dragonslayer","https://m.media-amazon.com/images/I/81-d03JMXfL._AC_UL320_.jpg"
1,8,31,"0553459279",false,22,"USD",0,0,0,186,4.7,"https://www.amazon.com/dp/0553459279","874.20",false,false,false,false,"Footnotes from the World's Greatest Bookstores: True Tales and Lost Moments from Book Buyers, Booksellers, and Book Lovers","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91gZQEYbQWL._AC_UL320_.jpg"
1,10,33,"B07X5NLS3M",true,7.99,"USD",9.99,2,20.02,20,4.4,"https://www.amazon.com/dp/B07X5NLS3M","88.00",false,false,false,false,"Hopyeer Bookshelf Throw Pillow Cushion Cover Bookstore Doodle Books Shelves Collection Bookcase Library Reading Club Class...","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71n4rIseEEL._AC_UL320_.jpg"
1,11,34,"B08D3R45CG",false,11.99,"USD",0,0,0,3137,4.5,"https://www.amazon.com/dp/B08D3R45CG","14116.50",false,false,false,false,"The Bookstore on the Beach: A Novel","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81WOdv0GnZS._AC_UL320_.jpg"
1,13,36,"0691207763",true,14.99,"USD",19.95,4.96,24.86,29,4.1,"https://www.amazon.com/dp/0691207763","118.90",false,false,false,false,"In Praise of Good Bookstores","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91itA0Z9QGL._AC_UL320_.jpg"
1,17,40,"1938733959",true,16.99,"USD",17.99,1,5.56,107,4,"https://www.amazon.com/dp/1938733959","428.00",false,false,false,false,"Sponsored Ad - High Crimes: A Georgia Davis Novel of Suspense (Georgia Davis Series)","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61VRrGYk3ML._AC_UL320_.jpg"
1,18,41,"1792373163",false,17.95,"USD",0,0,0,3,4.1,"https://www.amazon.com/dp/1792373163","12.30",false,false,false,false,"Sponsored Ad - O'Donovan's Travels: A Healer’s Potion","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61x69oK0akL._AC_UL320_.jpg"
1,19,42,"B0BL2JVR6B",false,8.99,"USD",0,0,0,9,4.3,"https://www.amazon.com/dp/B0BL2JVR6B","38.70",false,false,false,false,"Sponsored Ad - Children of the Yew","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71PVciyVYBL._AC_UL320_.jpg"
1,20,43,"1539534774",false,15.99,"USD",0,0,0,6962,4.6,"https://www.amazon.com/dp/1539534774","32025.20",false,false,false,false,"Sponsored Ad - Devotion (The Hunted Series)","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/713scyHc3qL._AC_UL320_.jpg"
1,21,44,"B00ONTS5RY",false,0,"USD",0,0,0,420,3.7,"https://www.amazon.com/dp/B00ONTS5RY","1554.00",false,false,false,false,"Death by Coffee (A Bookstore Cafe Mystery Book 1)","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91uNhS--P3L._AC_UL320_.jpg"
1,22,45,"1496720210",true,6.49,"USD",7.99,1.5,18.77,2145,4.5,"https://www.amazon.com/dp/1496720210","9652.50",false,false,false,false,"Murder in the First Edition (A Beyond the Page Bookstore Mystery)","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/910vILq-eLL._AC_UL320_.jpg"
1,23,46,"0593545982",true,15.99,"USD",17,1.01,5.94,71,3.6,"https://www.amazon.com/dp/0593545982","255.60",false,false,false,false,"The Boy with the Bookstore","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71ss-JpGawL._AC_UL320_.jpg"
1,24,47,"1536212512",true,17.04,"USD",17.99,0.95,5.28,3,4.2,"https://www.amazon.com/dp/1536212512","12.60",false,false,false,false,"Good Night, Little Bookstore","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/919jjUsL1xL._AC_UL320_.jpg"
1,25,48,"B09XL7Y9YK",true,8.99,"USD",16.99,8,47.09,173,4.7,"https://www.amazon.com/dp/B09XL7Y9YK","813.10",false,false,false,false,"The Story of Love (The Amish Bookstore Novels Book 2)","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91V9DfnkrlL._AC_UL320_.jpg"
1,26,49,"B08VF88KFQ",false,0,"USD",0,0,0,1724,4.5,"https://www.amazon.com/dp/B08VF88KFQ","7758.00",false,false,false,false,"To the Tome of Murder (A Beyond the Page Bookstore Mystery Book 7)","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81ZlyZnXV6L._AC_UL320_.jpg"
1,28,51,"B07MC9KXTG",false,3.99,"USD",0,0,0,1887,4.2,"https://www.amazon.com/dp/B07MC9KXTG","7925.40",false,false,false,false,"The Bookshop","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91M87CyR15L._AC_UL320_.jpg"
1,29,52,"B0B8TK65FD",false,6.99,"USD",0,0,0,158,4.2,"https://www.amazon.com/dp/B0B8TK65FD","663.60",false,false,false,false,"The Storied Life of A.J. Fikry","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81zo+8r6aJL._AC_UL320_.jpg"
1,30,53,"B08PCJJ71H",false,2.99,"USD",0,0,0,872,3.3,"https://www.amazon.com/dp/B08PCJJ71H","2877.60",false,false,false,false,"Modern Persuasion","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81o5SWE0nSL._AC_UL320_.jpg"
1,31,54,"B09Q2KWBXM",false,5.99,"USD",0,0,0,2822,4.1,"https://www.amazon.com/dp/B09Q2KWBXM","11570.20",false,false,false,false,"Miss Willoughby and the Haunted Bookshop","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/815MOLlcZoL._AC_UL320_.jpg"
1,32,55,"B0B14Z78W7",true,59.99,"USD",62.99,3,4.76,211,4.7,"https://www.amazon.com/dp/B0B14Z78W7","991.70",false,false,false,false,"CUTEBEE DIY Book Nook Kit, DIY Dollhouse Booknook Bookshelf Insert Decor Alley, Bookends Model Build-Creativity Kit with L...","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61odyOs-oAL._AC_UL320_.jpg"
1,33,56,"B088LD4KNR",false,14.5,"USD",0,0,0,25,4.1,"https://www.amazon.com/dp/B088LD4KNR","102.50",false,false,false,false,"Sponsored Ad - MISSION OF VENGEANCE: COREY PEARSON- CIA SPYMASTER SERIES","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71bVL89tU0L._AC_UL320_.jpg"
1,34,57,"0692282343",false,12.99,"USD",0,0,0,3172,4.4,"https://www.amazon.com/dp/0692282343","13956.80",false,false,false,false,"Sponsored Ad - Quantum Lens","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51EKFSefnxL._AC_UL320_.jpg"
1,35,58,"1777217423",false,18.99,"USD",0,0,0,7,4,"https://www.amazon.com/dp/1777217423","28.00",false,false,false,false,"Sponsored Ad - The Entrepreneurial Parent: Run Your Business, Raise your Family, Keep Your Sanity!","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61hWedHtCTL._AC_UL320_.jpg"
1,36,59,"1736548530",false,14.99,"USD",0,0,0,2625,4.7,"https://www.amazon.com/dp/1736548530","12337.50",false,false,false,false,"Sponsored Ad - The Peacemaker's Code","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71d8HBAJ1vL._AC_UL320_.jpg"
1,37,60,"B0B5L212QD",false,5.99,"USD",0,0,0,17595,4.7,"https://www.amazon.com/dp/B0B5L212QD","82696.50",false,false,false,false,"Where the Crawdads Sing","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91LIa6VRdrL._AC_UL320_.jpg"
1,38,61,"1648960901",true,14.4,"USD",16.95,2.55,15.04,37,4.7,"https://www.amazon.com/dp/1648960901","173.90",false,true,false,false,"Princeton Architectural Press In the Bookstore: 1000 Piece Puzzle","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91YsaBlugdL._AC_UL320_.jpg"
1,39,62,"B08KZF2678",false,25,"USD",0,0,0,2098,4.9,"https://www.amazon.com/dp/B08KZF2678","10280.20",false,false,false,false,"Barnes & Noble Gift Card - Email Delivery","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/515Iu3UVu9L._AC_UL320_.jpg"
1,40,63,"B06XCK6R66",false,0,"USD",0,0,0,70,4,"https://www.amazon.com/dp/B06XCK6R66","280.00",false,false,false,false,"Black Books","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81iP1IjmTyL._AC_UL320_.jpg"
1,41,64,"1935953001",false,29.99,"USD",0,0,0,10,3.6,"https://www.amazon.com/dp/1935953001","36.00",false,false,false,false,"HOW TO START AND RUN A USED BOOKSTORE: A Bookstore Owner's Essential Toolkit with Real-World Insights, Strategies, Forms, ...","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51VC2VZqf-L._AC_UL320_.jpg"
1,42,65,"0310365538",true,14.8,"USD",15.99,1.19,7.44,335,4.7,"https://www.amazon.com/dp/0310365538","1574.50",false,false,false,false,"The Bookseller's Promise (The Amish Bookstore Novels)","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91HpjdRqqkL._AC_UL320_.jpg"
1,43,66,"B07XVSFQN8",false,0,"USD",0,0,0,3010,4.2,"https://www.amazon.com/dp/B07XVSFQN8","12642.00",false,false,false,false,"The Goldfinch","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/818GALqgFwL._AC_UL320_.jpg"
1,45,68,"B09RB9D2D7",false,9.99,"USD",0,0,0,3,4.6,"https://www.amazon.com/dp/B09RB9D2D7","13.80",false,false,false,false,"Book Funny Metal Tin Signs Just A Girl Who Loves Books Print Poster Home Art Wall Decor Plaque Library Study Bedroom Books...","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51CPJsVuP0L._AC_UL320_.jpg"
1,46,69,"1952688027",false,15.99,"USD",0,0,0,97,4.2,"https://www.amazon.com/dp/1952688027","407.40",false,false,false,false,"Puzzling Escapes Trapped in the Bookstore","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/714jTAGPrdS._AC_UL320_.jpg"
1,47,70,"0062967258",true,26.98,"USD",32.5,5.52,16.98,17,4.4,"https://www.amazon.com/dp/0062967258","74.80",false,false,false,false,"Mussolini's Daughter: The Most Dangerous Woman in Europe","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81pCJCEVlgL._AC_UL320_.jpg"
1,48,71,"1632172089",true,17.96,"USD",19.95,1.99,9.97,166,4.7,"https://www.amazon.com/dp/1632172089","780.20",false,false,false,false,"This Life of Mine: A Keepsake Journal for Grandparents, Parents and Anyone to Preserve Memories, Moments & Milestones (Kee...","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91rDSVXmZeL._AC_UL320_.jpg"
1,49,72,"B06XQ9CVGP",false,0.99,"USD",0,0,0,70,3.6,"https://www.amazon.com/dp/B06XQ9CVGP","252.00",false,false,false,false,"Under the Boardwalk: The Monopoly Story","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/715QpWvvzuL._AC_UL320_.jpg"
1,51,74,"172824644X",true,15.29,"USD",16.99,1.7,10.01,77,4.1,"https://www.amazon.com/dp/172824644X","315.70",false,false,false,false,"The Banned Bookshop of Maggie Banks","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/816wmbUteKL._AC_UL320_.jpg"
1,52,75,"B073VX44BQ",false,0.99,"USD",0,0,0,17,4.6,"https://www.amazon.com/dp/B073VX44BQ","78.20",false,false,false,false,"Welcome to The Last Bookstore","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81hQk3uWqqL._AC_UL320_.jpg"
1,53,76,"1501116851",true,14.99,"USD",18,3.01,16.72,1756,4.3,"https://www.amazon.com/dp/1501116851","7550.80",false,false,false,false,"Midnight at the Bright Ideas Bookstore: A Novel","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91LXBf37IfL._AC_UL320_.jpg"
1,54,77,"B09VSFP5M7",false,0,"USD",0,0,0,2411,4.4,"https://www.amazon.com/dp/B09VSFP5M7","10608.40",false,false,false,false,"The English Bookshop","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81TPiWzxsEL._AC_UL320_.jpg"
1,55,78,"B093YQHGRJ",true,11.99,"USD",17,5.01,29.47,1472,4.2,"https://www.amazon.com/dp/B093YQHGRJ","6182.40",false,false,false,false,"The Paris Bookseller","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91HNn6GVLaL._AC_UL320_.jpg"
1,56,79,"B083H4RRSG",false,0,"USD",0,0,0,585,4.7,"https://www.amazon.com/dp/B083H4RRSG","2749.50",false,false,false,false,"Back Room Bookstore Cozy Mystery Boxed Set: A Paranormal Witch Cozy Series","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/912w2q+8vAS._AC_UL320_.jpg"
1,57,80,"B086PTDN2M",false,15.99,"USD",0,0,0,29,3.8,"https://www.amazon.com/dp/B086PTDN2M","110.20",false,false,false,false,"Sponsored Ad - The Decoys: A Tim and Mary Ann Hall Mystery (3)","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/6155pO323eL._AC_UL320_.jpg"
